 ,Area,Mean,Min,Max,Perim.
1,77,255,255,255,31.799
2,21,255,255,255,16.728
3,4538,255,255,255,256.392
4,449,255,255,255,79.497
5,32,255,255,255,19.556
6,11,255,255,255,12.728
7,37,255,255,255,22.728
8,386,255,255,255,76.083
9,11,255,255,255,12.728
10,16,255,255,255,15.314
11,8748,255,255,255,352.676
12,4657,255,255,255,256.593
13,6517,255,255,255,311.948
14,9790,255,255,255,378.960
15,4232,255,255,255,248.350
16,645,255,255,255,100.569
17,154,255,255,255,46.527
18,221,255,255,255,55.113
19,1046,255,255,255,126.125
20,187,255,255,255,51.355
21,23,255,255,255,16.485
22,76,255,255,255,30.971
23,45,255,255,255,23.556
24,4888,255,255,255,268.149
25,323,255,255,255,66.184
26,567,255,255,255,89.497
27,862,255,255,255,108.569
28,4286,255,255,255,244.936
29,3975,255,255,255,236.108
30,68,255,255,255,30.385
31,2640,255,255,255,191.823
32,5670,255,255,255,283.706
33,2567,255,255,255,188.995
34,262,255,255,255,59.113
35,515,255,255,255,84.912
36,459,255,255,255,78.426
37,115,255,255,255,40.042
38,647,255,255,255,93.497
39,39,255,255,255,22.142
40,1208,255,255,255,131.539
41,2020,255,255,255,168.510
42,499,255,255,255,81.012
43,2611,255,255,255,190.167
44,38,255,255,255,21.556
45,22,255,255,255,17.314
46,478,255,255,255,80.426
47,13,255,255,255,13.899
48,38,255,255,255,22.385
49,1871,255,255,255,160.167
50,91,255,255,255,35.213
51,5072,255,255,255,269.421
52,278,255,255,255,61.598
53,149,255,255,255,47.113
54,13,255,255,255,13.899
55,67,255,255,255,30.627
56,6262,255,255,255,298.635
57,469,255,255,255,81.012
58,3343,255,255,255,217.480
59,15,255,255,255,15.314
60,144,255,255,255,43.698
61,1030,255,255,255,123.054
62,3328,255,255,255,217.137
63,7498,255,255,255,326.090
64,76,255,255,255,31.799
65,17,255,255,255,15.314
66,5084,255,255,255,268.735
67,6634,255,255,255,314.291
68,6840,255,255,255,310.434
69,6507,255,255,255,303.563
70,47,255,255,255,24.385
71,1764,255,255,255,157.681
72,2075,255,255,255,168.510
73,1490,255,255,255,146.024
74,133,255,255,255,42.870
75,296,255,255,255,63.598
76,645,255,255,255,92.912
77,1567,255,255,255,147.782
78,7631,255,255,255,335.262
79,22,255,255,255,16.485
80,6833,255,255,255,314.049
81,3467,255,255,255,223.723
82,339,255,255,255,68.426
83,970,255,255,255,119.640
84,996,255,255,255,118.468
