 ,Area,Mean,Min,Max,Perim.
1,570.071,255,255,255,87.400
2,187.385,255,255,255,50.871
3,1605.965,255,255,255,149.759
4,277.118,255,255,255,61.686
5,241.489,255,255,255,57.764
6,60.702,255,255,255,27.733
7,7619.425,255,255,255,330.452
8,360.253,255,255,255,70.087
9,287.675,255,255,255,62.243
10,232.251,255,255,255,57.091
11,3677.751,255,255,255,226.969
12,442.069,255,255,255,77.931
13,7790.974,255,255,255,331.682
14,517.287,255,255,255,84.824
15,234.890,255,255,255,56.139
16,353.655,255,255,255,68.857
17,1766.957,255,255,255,156.651
18,60.702,255,255,255,29.636
19,5065.980,255,255,255,268.651
20,58.063,255,255,255,26.387
21,109.528,255,255,255,39.499
22,79.177,255,255,255,31.261
23,39.588,255,255,255,22.186
24,5069.939,255,255,255,266.353
25,548.958,255,255,255,88.746
26,2358.142,255,255,255,179.905
27,604.381,255,255,255,92.389
28,11.876,255,255,255,11.093
29,84.455,255,255,255,33.558
30,4445.764,255,255,255,248.483
31,1041.172,255,255,255,119.171
32,1708.894,255,255,255,161.640
33,104.249,255,255,255,37.481
34,138.559,255,255,255,42.075
35,2689.364,255,255,255,193.968
36,116.126,255,255,255,38.826
37,129.322,255,255,255,40.451
38,546.318,255,255,255,87.121
39,873.581,255,255,255,109.981
40,223.014,255,255,255,55.745
41,281.077,255,255,255,62.359
42,548.958,255,255,255,88.352
43,6910.794,255,255,255,312.745
44,67.300,255,255,255,30.309
45,38.269,255,255,255,23.138
46,5.278,255,255,255,8.796
47,310.108,255,255,255,65.214
48,376.089,255,255,255,71.154
49,126.683,255,255,255,39.778
50,244.128,255,255,255,56.418
51,9882.555,255,255,255,373.200
52,3973.344,255,255,255,238.620
53,830.034,255,255,255,106.732
54,249.406,255,255,255,57.091
55,5779.889,255,255,255,283.109
56,96.331,255,255,255,34.904
57,7022.961,255,255,255,313.418
58,92.373,255,255,255,34.231
59,9.237,255,255,255,10.420
60,172.869,255,255,255,49.920
61,157.034,255,255,255,45.998
62,68.620,255,255,255,30.031
63,30.351,255,255,255,19.216
64,6434.415,255,255,255,300.979
65,67.300,255,255,255,30.309
66,166.271,255,255,255,48.016
67,4692.531,255,255,255,255.375
68,1710.214,255,255,255,156.767
69,133.281,255,255,255,45.603
70,1587.490,255,255,255,150.153
71,4503.827,255,255,255,250.550
72,6228.556,255,255,255,293.923
73,349.696,255,255,255,68.857
74,38.269,255,255,255,23.417
75,56.743,255,255,255,26.781
76,69.939,255,255,255,30.309
77,3686.989,255,255,255,229.430
78,2983.637,255,255,255,201.976
79,7168.118,255,255,255,317.224
80,1169.174,255,255,255,127.294
81,52.784,255,255,255,25.714
82,1604.645,255,255,255,149.480
83,93.692,255,255,255,34.626
84,71.259,255,255,255,31.261
85,6452.890,255,255,255,299.354
86,279.757,255,255,255,61.013
87,18.475,255,255,255,15.967
88,126.683,255,255,255,41.124
89,3916.601,255,255,255,236.207
90,325.944,255,255,255,68.463
91,142.518,255,255,255,43.027
92,2512.536,255,255,255,186.124
93,71.259,255,255,255,30.982
94,191.343,255,255,255,51.544
95,72.579,255,255,255,30.704
96,149.116,255,255,255,43.700
97,67.300,255,255,255,28.685
98,2579.836,255,255,255,194.526
99,6365.796,255,255,255,300.421
100,958.036,255,255,255,115.806
101,1442.333,255,255,255,145.279
102,4453.682,255,255,255,253.357
103,29.031,255,255,255,19.889
104,6774.875,255,255,255,309.496
105,8229.084,255,255,255,343.448
106,91.053,255,255,255,33.953
107,32.990,255,255,255,20.562
108,3503.563,255,255,255,221.307
109,5014.516,255,255,255,269.602
110,6034.574,255,255,255,289.886
111,761.415,255,255,255,103.482
112,2697.282,255,255,255,195.756
113,6871.206,255,255,255,315.321
114,91.053,255,255,255,35.577
115,50.145,255,255,255,25.436
116,135.920,255,255,255,42.075
117,203.220,255,255,255,53.563
118,6691.739,255,255,255,308.150
119,162.312,255,255,255,46.949
120,157.034,255,255,255,46.949
121,207.179,255,255,255,54.120
122,3618.369,255,255,255,225.508
123,121.404,255,255,255,38.826
124,1133.544,255,255,255,132.283
125,393.244,255,255,255,73.058
126,135.920,255,255,255,42.075
127,106.888,255,255,255,38.432
128,1286.619,255,255,255,134.743
129,168.910,255,255,255,47.343
130,109.528,255,255,255,37.481
131,62.022,255,255,255,30.031
132,898.654,255,255,255,110.654
133,5304.830,255,255,255,274.755
134,6879.124,255,255,255,313.302
135,324.624,255,255,255,67.905
136,110.847,255,255,255,38.153
137,104.249,255,255,255,36.529
138,147.796,255,255,255,44.652
139,273.159,255,255,255,60.340
140,215.096,255,255,255,53.447
141,2798.892,255,255,255,199.400
142,13.196,255,255,255,14.342
143,245.447,255,255,255,56.418
144,3020.586,255,255,255,205.735
145,803.642,255,255,255,106.059
146,134.600,255,255,255,42.354
147,6971.496,255,255,255,315.437
148,100.290,255,255,255,35.183
149,673.001,255,255,255,97.936
150,7207.707,255,255,255,318.292
151,164.951,255,255,255,48.295
152,6707.575,255,255,255,308.544
153,424.914,255,255,255,76.980
154,170.230,255,255,255,46.670
155,360.253,255,255,255,73.058
156,109.528,255,255,255,38.826
157,43.547,255,255,255,24.090
158,75.218,255,255,255,31.655
159,76.537,255,255,255,31.655
160,80.496,255,255,255,32.607
161,237.530,255,255,255,56.139
162,1972.816,255,255,255,168.417
163,506.730,255,255,255,81.969
164,112.167,255,255,255,39.778
165,101.610,255,255,255,37.202
166,5.278,255,255,255,8.796
167,164.951,255,255,255,46.949
168,43.547,255,255,255,23.138
169,47.506,255,255,255,24.763
170,163.632,255,255,255,47.622
171,3591.977,255,255,255,226.854
172,314.067,255,255,255,64.935
173,405.120,255,255,255,75.076
174,35.629,255,255,255,20.841
175,9.237,255,255,255,11.372
176,4214.832,255,255,255,245.397
177,6408.023,255,255,255,301.257
178,19.794,255,255,255,17.592
179,39.588,255,255,255,23.417
180,142.518,255,255,255,44.373
181,5324.624,255,255,255,280.023
182,1029.295,255,255,255,121.353
183,939.562,255,255,255,117.431
184,847.189,255,255,255,108.356
185,9187.121,255,255,255,358.464
186,8416.469,255,255,255,345.073
187,59.382,255,255,255,27.733
188,3859.857,255,255,255,234.025
189,220.375,255,255,255,54.515
190,616.258,255,255,255,95.129
191,5835.313,255,255,255,291.510
192,3758.248,255,255,255,230.776
193,81.816,255,255,255,32.886
194,7.918,255,255,255,8.796
195,101.610,255,255,255,37.759
