"d","RPM"
6.18719106972892,400
36.9353489221369,400
6.72616780442871,400
36.0049626209129,400
6.32624164360905,400
11.9451524337978,400
13.581163425863,400
5.74989854982967,400
5.89926549100253,400
5.89926549100253,400
15.1555490387734,400
21.1471038206181,400
8.9467312466621,400
25.7143798940074,400
7.57777451938672,400
11.7985874860793,400
50.0744379232891,400
15.9934569954925,400
66.4946113104914,400
5.59654655420049,400
5.43887243216214,400
13.7086833795226,400
6.46230093181472,400
14.3293172668251,400
5.43887243216214,400
7.46208192575414,400
5.89926549100253,400
6.85439032056584,400
7.46208192575414,400
7.69172715758084,400
6.18719106972892,400
13.1250904758786,400
7.91471203940274,400
10.3867864777001,400
10.302621025739,400
5.74989854982967,400
97.9351826464831,400
10.716591497922,400
10.0460937682265,400
5.27648873147033,400
25.7819575155443,400
30.9923001190081,400
11.0365453532042,400
18.2782566637704,400
72.9820069149467,400
11.0365453532042,400
6.59555405810106,400
13.2569981519196,400
7.91471203940274,400
16.6856824852926,400
6.18719106972892,400
8.84895474053292,400
6.04494278991401,400
6.18719106972892,400
16.7377417831678,400
75.4670082442211,400
29.8482606975125,400
9.87137275154778,400
8.0238810227138,400
9.23385076769167,400
6.72616780442871,400
13.2569981519196,400
18.420495831184,400
6.72616780442871,400
12.0899407222148,400
10.302621025739,400
5.27648873147033,400
11.5752033819425,400
6.46230093181472,400
12.8571640211466,400
6.59555405810106,400
5.89926549100253,400
17.5992424079371,400
12.9246534447414,400
5.27648873147033,400
6.59555405810106,400
15.6636734729331,400
10.5529774629407,400
12.3744360140843,400
11.193093108401,400
21.4331518914041,400
13.5169523192175,400
10.132324511187,400
10.4702117138735,400
12.1616884792642,400
11.9451524337978,400
28.658611271309,400
25.3050983005402,400
8.84895474053292,400
23.7807765502587,400
14.0843648537424,400
14.0843648537424,400
7.69172715758084,400
16.6856824852926,400
5.43887243216214,400
9.69350297879977,400
29.0206363357755,400
6.98016236678393,400
5.89926549100253,400
17.5497388394623,400
16.5810735478738,400
7.10370795195486,400
13.6450723706399,400
20.1786355666912,400
7.57777451938672,400
6.98016236678393,400
31.1043833995575,400
8.54884007726584,400
13.387606208729,400
25.4764204707019,400
72.8388083373142,400
7.91471203940274,400
5.43887243216214,400
8.0238810227138,400
5.43887243216214,400
6.18719106972892,400
5.89926549100253,400
65.6916230073008,400
6.85439032056584,400
64.6099269978435,400
6.32624164360905,400
13.1912091940049,400
8.84895474053292,400
6.18719106972892,400
17.8447004271109,400
13.387606208729,400
36.4373251854011,400
9.32759347313121,400
39.4635021253816,400
12.5142585344345,400
7.46208192575414,400
16.6334602533568,400
15.4399050083434,400
6.04494278991401,400
5.59654655420049,400
6.32624164360905,400
9.87137275154778,400
14.268473405846,400
5.43887243216214,400
14.3293172668251,400
11.9451524337978,400
5.74989854982967,400
53.5503999362594,400
6.98016236678393,400
81.6789568983346,400
7.10370795195486,400
7.80401606012357,400
8.84895474053292,400
6.59555405810106,400
7.46208192575414,400
8.650009633906,400
31.9324912902204,400
9.42040338839054,400
5.27648873147033,400
31.2160642404943,400
18.2305969915049,400
7.69172715758084,400
9.60333275483048,400
7.69172715758084,400
9.78284212281891,400
8.54884007726584,400
7.91471203940274,400
25.4080302266823,400
7.57777451938672,400
16.5810735478738,400
19.0702910308154,400
7.80401606012357,400
9.78284212281891,400
5.74989854982967,400
6.98016236678393,400
10.2178275577541,400
6.59555405810106,400
44.3428310628298,400
19.6544481818578,400
48.1614091709673,400
11.0365453532042,400
13.387606208729,400
25.2017459712616,400
12.2330154363782,400
8.84895474053292,400
8.9467312466621,400
10.7974688391925,400
6.18719106972892,400
9.04345066885423,400
8.13158451143851,400
18.3257923885072,400
6.72616780442871,400
55.6693452449371,400
7.69172715758084,400
5.89926549100253,400
32.5798506237623,400
7.69172715758084,400
6.46230093181472,400
7.69172715758084,400
7.34456715311846,400
18.5147148686299,400
6.04494278991401,400
21.0646623519106,400
16.101925350715,400
7.34456715311846,400
10.716591497922,400
14.865709984166,400
6.46230093181472,400
6.85439032056584,400
14.268473405846,400
59.6819570724687,400
5.89926549100253,400
7.57777451938672,400
6.72616780442871,400
9.69350297879977,400
6.59555405810106,400
7.69172715758084,400
30.4542279494982,400
6.98016236678393,400
6.72616780442871,400
6.04494278991401,400
6.98016236678393,400
19.431829558742,400
6.04494278991401,400
14.0224106344095,400
15.0979910363377,400
13.2569981519196,400
66.481526256046,400
28.5673940008535,400
8.0238810227138,400
10.302621025739,400
5.27648873147033,400
6.18719106972892,400
10.4702117138735,400
7.69172715758084,400
63.6603277821701,400
14.4502364455857,400
6.18719106972892,400
13.2569981519196,400
15.8842899327186,400
10.0460937682265,400
6.85439032056584,400
7.69172715758084,400
66.1798458747072,400
9.5123078167183,400
15.7743673935492,400
6.18719106972892,400
7.10370795195486,400
8.9467312466621,400
12.1616884792642,400
7.91471203940274,400
15.0402570900013,400
5.74989854982967,400
78.5513165601528,400
27.2901447412798,400
6.59555405810106,400
6.04494278991401,400
11.6501216016544,400
11.4997970996593,400
6.46230093181472,400
22.618193267073,400
7.34456715311846,400
15.3267957077357,400
9.42040338839054,400
5.43887243216214,400
10.132324511187,400
8.54884007726584,400
7.34456715311846,400
12.3744360140843,400
5.74989854982967,400
9.69350297879977,400
7.46208192575414,400
72.4195369588437,400
5.89926549100253,400
5.89926549100253,400
11.0365453532042,400
12.5835871939073,400
5.59654655420049,400
12.0177646285267,400
82.5161640730671,400
8.54884007726584,400
6.85439032056584,400
12.789318459819,400
16.6334602533568,400
18.134901892943,400
8.75008571386589,400
10.7974688391925,400
6.04494278991401,400
11.7985874860793,400
7.10370795195486,400
12.3744360140843,400
6.32624164360905,400
8.0238810227138,400
32.5531360496445,400
8.13158451143851,400
17.0977581376429,400
58.593264686879,400
6.98016236678393,400
7.10370795195486,400
11.1150948414007,400
8.84895474053292,400
17.4003831375442,400
6.46230093181472,400
10.132324511187,400
43.2703285558746,400
6.18719106972892,400
16.8413776158603,400
15.2128454493782,400
13.6450723706399,400
17.795879672928,400
9.87137275154778,400
7.10370795195486,400
5.59654655420049,400
22.1124700866577,400
11.7985874860793,400
16.0477620454276,400
85.9960696776312,400
64.3129950580233,400
10.4702117138735,400
13.581163425863,400
6.85439032056584,400
7.10370795195486,400
22.3083243058131,400
17.0977581376429,400
8.54884007726584,400
20.1354744998307,400
5.43887243216214,400
12.3039289118016,400
5.27648873147033,400
21.8353230645515,400
6.85439032056584,400
18.6551512099652,400
10.0460937682265,400
10.6350991219327,400
5.59654655420049,400
44.946946503628,400
9.13914656847126,400
42.9474252235606,400
7.46208192575414,400
9.04345066885423,400
5.43887243216214,400
14.2073689799812,400
66.4029617813342,400
11.7985874860793,400
7.69172715758084,400
6.98016236678393,400
28.4146910359178,400
14.9823006689004,400
5.89926549100253,400
7.22514129042932,400
60.0163088946108,400
6.72616780442871,400
6.46230093181472,400
6.32624164360905,400
11.1150948414007,400
11.8720961361786,400
17.2497342974706,400
14.0843648537424,400
6.85439032056584,400
21.9148655787192,400
11.6501216016544,400
5.43887243216214,400
6.46230093181472,400
15.6080321202471,400
6.59555405810106,400
11.1150948414007,400
24.2517078436413,400
18.6084568588227,400
6.59555405810106,400
6.18719106972892,400
78.6841195328935,400
7.69172715758084,400
10.716591497922,400
79.6512230498273,400
9.32759347313121,400
12.9246534447414,400
8.75008571386589,400
8.75008571386589,400
13.2569981519196,400
7.22514129042932,400
6.32624164360905,400
10.716591497922,400
67.828912222837,400
11.193093108401,400
16.1558658078111,400
5.89926549100253,400
8.75008571386589,400
5.89926549100253,400
5.59654655420049,400
6.04494278991401,400
72.2993038232965,400
11.6501216016544,400
35.1242556267508,400
18.9329342680948,400
8.44645882406744,400
16.7377417831678,400
8.44645882406744,400
12.789318459819,400
66.820924866392,400
7.22514129042932,400
16.2096267692998,400
6.18719106972892,400
6.72616780442871,400
12.9918435951177,400
18.1828123970597,400
