"d","RPM"
106.447389196103,100
25.5837187810269,100
25.99307600112,100
5.78192586139486,100
36.7597606085785,100
22.7439369210053,100
17.1927891861676,100
85.2859113023169,100
78.8319732088446,100
8.17679643870385,100
61.2327581174217,100
11.4105798859363,100
16.2997341491612,100
89.9351173531971,100
8.89808968262289,100
112.951246119731,100
26.4626781209562,100
11.176880900621,100
95.1817139300752,100
74.6240711834995,100
44.3718078664069,100
90.782156837123,100
11.6395876215612,100
49.578140344309,100
22.5497080542816,100
32.4100190270437,100
14.8301944244392,100
7.01892679355849,100
13.5272071520079,100
7.26525980264987,100
9.56521475625787,100
93.4844015509183,100
89.5528149566872,100
10.0145227877651,100
43.4704497331233,100
15.5822976482931,100
86.8700562142483,100
70.251965571553,100
9.09373410651532,100
99.1207949927764,100
89.1293890924873,100
13.7849192961004,100
13.3307164098558,100
14.7110842564374,100
12.0115499971208,100
19.1303946639896,100
37.6581996383258,100
20.2039270110211,100
51.4588767852545,100
51.4075610521773,100
12.0115499971208,100
73.5793268067419,100
5.93205978841526,100
31.724165342317,100
33.3201440573116,100
7.61988626336815,100
6.49830747194991,100
21.3884080754038,100
7.01892679355849,100
31.8072318820736,100
15.5822976482931,100
9.74740991238185,100
11.3331960776002,100
22.3537916246886,100
10.6116288413545,100
80.5977501753823,100
10.9381899782368,100
18.5229227355368,100
91.1013940617815,100
28.6034496754034,100
42.155347624392,100
13.5272071520079,100
53.1409823017979,100
108.160886337591,100
73.9966125350794,100
19.0382071985083,100
46.1788840633177,100
13.975073046917,100
82.9537381114719,100
5.93205978841526,100
18.8057083532279,100
19.358960027164,100
38.8540002230573,100
17.2948547261895,100
95.4401592622309,100
57.5595228147929,100
9.28518533291968,100
13.7849192961004,100
67.558044179308,100
21.6744396313569,100
85.058677785789,100
58.2432485357745,100
11.563736420379,100
16.1914380666656,100
96.8583639479145,100
45.1189243370599,100
16.7259479053754,100
35.8388057836753,100
9.65670751343334,100
58.5746020046231,100
31.8348865240635,100
11.3331960776002,100
62.2444642786275,100
12.5137257974327,100
77.9566631746981,100
99.5370684720019,100
20.247436051675,100
10.0145227877651,100
91.2171986707185,100
8.79871202695788,100
10.1886865362191,100
80.6632175571163,100
62.2303248692575,100
77.0714041219786,100
11.714947716486,100
6.49830747194991,100
20.7622734785957,100
43.8131487113172,100
5.62766973681529,100
23.8761526772356,100
7.61988626336815,100
24.6734675309329,100
7.84737748125661,100
24.2418371141023,100
29.8083433510374,100
8.79871202695788,100
13.1980301560498,100
88.5848595039431,100
14.7707819698214,100
66.0168867285737,100
14.6511433000978,100
20.8468702686998,100
67.5710588935825,100
28.9701915768605,100
51.1846070611077,100
18.2357158711506,100
2.96602989420763,100
25.2723300601006,100
4.19459970279247,100
108.890452596482,100
24.9217976879679,100
38.6269163494404,100
3.97927966680738,100
12.9965636483906,100
89.5724585647471,100
29.8083433510374,100
90.898375489701,100
13.1980301560498,100
12.3010026691594,100
19.2678661679665,100
39.0121690416379,100
81.3365928308614,100
19.3134495451572,100
11.4105798859363,100
15.5822976482931,100
8.59643336894242,100
5.93205978841526,100
6.49830747194991,100
57.3604974408928,100
12.9286761374344,100
22.7052416855668,100
92.6430785326135,100
9.47276798688395,100
7.61988626336815,100
77.7645763399591,100
97.311445027465,100
40.8625174620132,100
8.79871202695788,100
57.391160759592,100
52.0030768320491,100
17.4971235731286,100
41.3972623893577,100
7.50359913641447,100
105.100003171583,100
8.79871202695788,100
37.3297200632418,100
70.7635310971219,100
6.22157536320183,100
26.0269091518759,100
44.9626659945041,100
79.6314175854396,100
82.7519989688064,100
86.392769759203,100
11.6395876215612,100
15.525720595193,100
66.6270715750487,100
108.680191387391,100
6.63224446674477,100
42.9615331818283,100
10.1886865362191,100
14.6511433000978,100
84.654348185233,100
12.8604302675559,100
12.2293090565248,100
89.1096478128678,100
10.6116288413545,100
68.4763608846148,100
44.0534372476579,100
80.4119808652085,100
87.5760774032117,100
6.63224446674477,100
8.89808968262289,100
31.3335177299539,100
5.3058458326642,100
