 ,Area,Mean,Min,Max,Perim.
1,14.516,255,255,255,13.669
2,68.620,255,255,255,32.213
3,35.629,255,255,255,23.138
4,187.385,255,255,255,52.217
5,142.518,255,255,255,45.998
6,21.114,255,255,255,16.919
7,413.038,255,255,255,77.258
8,19.794,255,255,255,16.919
9,31.671,255,255,255,21.514
10,51.465,255,255,255,28.012
11,26.392,255,255,255,18.264
12,50.145,255,255,255,27.339
13,17.155,255,255,255,15.967
14,155.714,255,255,255,48.574
15,47.506,255,255,255,24.763
16,39.588,255,255,255,23.138
17,22.433,255,255,255,18.264
18,36.949,255,255,255,23.138
19,23.753,255,255,255,16.640
20,32.990,255,255,255,20.562
21,13.196,255,255,255,12.997
22,133.281,255,255,255,44.258
23,219.055,255,255,255,57.091
24,27.712,255,255,255,18.543
25,34.310,255,255,255,22.465
26,22.433,255,255,255,18.264
27,10.557,255,255,255,12.045
28,19.794,255,255,255,16.246
29,139.879,255,255,255,45.046
30,26.392,255,255,255,19.216
31,18.475,255,255,255,16.919
32,122.724,255,255,255,43.585
33,4383.742,255,255,255,262.200
34,60.702,255,255,255,29.358
35,50.145,255,255,255,27.060
36,55.424,255,255,255,29.358
37,13.196,255,255,255,12.997
38,47.506,255,255,255,24.763
39,155.714,255,255,255,48.295
40,47.506,255,255,255,25.436
41,23.753,255,255,255,18.264
42,162.312,255,255,255,46.276
43,23.753,255,255,255,19.216
44,146.477,255,255,255,46.949
45,35.629,255,255,255,21.514
46,54.104,255,255,255,27.060
47,269.200,255,255,255,64.819
48,29.031,255,255,255,19.889
49,17.155,255,255,255,15.967
50,30.351,255,255,255,20.562
51,52.784,255,255,255,27.733
52,44.867,255,255,255,25.714
53,11.876,255,255,255,11.093
54,93.692,255,255,255,36.529
55,75.218,255,255,255,33.837
56,384.006,255,255,255,77.653
57,11.876,255,255,255,11.372
58,80.496,255,255,255,35.298
59,25.073,255,255,255,18.543
60,38.269,255,255,255,21.792
61,18.475,255,255,255,16.919
62,109.528,255,255,255,41.403
63,31.671,255,255,255,22.186
64,139.879,255,255,255,46.276
65,11.876,255,255,255,11.093
66,50.145,255,255,255,26.109
67,87.094,255,255,255,35.577
68,10.557,255,255,255,10.420
69,159.673,255,255,255,48.295
70,55.424,255,255,255,27.339
71,14.516,255,255,255,14.342
